RRN,Same as RRN,Male ID (parser),Scientific Name,Track Number,Start Time,BLANK,BLANK,Recordist ,BLANK,BLANK,BLANK,BLANK,Day,Month,Year,BLANK,BLANK,Country,State,County,BLANK,BLANK,City,Location,Latitude,Longitude,BLANK,#Song,# Males,#Females,Other species in the background,Notes,Parser's notes,Parser,Associated files
JS-20120428-1005-M5,,M088,Carpodacus mexicanus,1005,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,2306 Calle Monte Cristo,33.409773,-117.607732,,8,,,,,,,
JS-20120428-1006-M5,JS-20120428-1005-M5,M088,Carpodacus mexicanus,1006,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,2306 Calle Monte Cristo,33.409773,-117.607732,,2,,,,,,,
JS-20120428-1006-M6,,M089,Carpodacus mexicanus,1006,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,2402 Calle Majorca ,33.409425,-117.605111,,16,,,,,,,
JS-20120428-1007-M6,JS-20120428-1006-M6,M089,Carpodacus mexicanus,1007,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,2402 Calle Majorca ,33.409425,-117.605111,,4,,,,,,,
JS-20120428-1007-M6b,,M090,Carpodacus mexicanus,1007,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,1905 S Ola Vista ,33.412918,-117.606025,,7,,,,,,,
JS-20120428-1008-M7,,M091,Carpodacus mexicanus,1008,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,338 W Paseo De Cristobal ,33.41657,-117.616556,,23,,,,,,,
JS-20120428-1009-M7,JS-20120428-1008-M7,M091,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,338 W Paseo De Cristobal ,33.41657,-117.616556,,7,,,,,,,
JS-20120428-1009-M8,,M092,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,W Avenida De Los Lobos Marinos & Calle Lasuen,33.411914,-117.609385,,1,,,,,,,
JS-20120428-1010-M9,,M093,Carpodacus mexicanus,1010,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,514 W Avenida De Los Lobos Marinos,33.410895,-117.609306,,4,,,,,,,
JS-20120428-1010-M10,,M094,Carpodacus mexicanus,1010,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,514 W Avenida De Los Lobos Marinos,33.410895,-117.609306,,7,,,,"could be the same as M9, use M10",,,
JS-20120428-1012-M1,,M095,Carpodacus mexicanus,1012,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31682 El Camino Real,33.502653,-117.661557,,22,,,,,,,
JS-20120428-1012-M2,,M096,Carpodacus mexicanus,1012,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,26793 Acjachema St,33.505179,-117.662731,,1,,,,,,,
JS-20120428-1013-M2,JS-20120428-1012-M2,M096,Carpodacus mexicanus,1013,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,26793 Acjachema St,33.505179,-117.662731,,5,,,,,,,
JS-20120428-1014-M3,,M097,Carpodacus mexicanus,1014,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,El Camino Real & Spring St,33.502794,-117.661876,,1,,,,,,,
JS-20120428-1014-M4,,M098,Carpodacus mexicanus,1014,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,El Camino Real & Spring St,33.502794,-117.661876,,6,,,,"could be the same as M3, use M4",,,
JS-20120428-1015-M5,,M099,Carpodacus mexicanus,1015,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,El Camino Real & El Horno St,33.505467,-117.663126,,8,,,,,,,
JS-20120428-1015-M6,,M100,Carpodacus mexicanus,1015,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,El Camino Real & El Horno St,33.505467,-117.663126,,14,,,,could be the same as M5,,,
JS-20120428-1017-M7,,M101,Carpodacus mexicanus,1017,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,Andres Pico Rd & Ysidora St,33.507882,-117.663146,,10,,,,"maybe not the greatest quality, located on 3634",Couldn't find 3634 on Google Maps,,
JS-20120428-1023-M9,,M102,Carpodacus mexicanus,1023,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31325 Don Juan Ave,33.507568,-117.661902,,2,,,,,,,
JS-20120428-1024-M9,JS-20120428-1023-M9,M102,Carpodacus mexicanus,1024,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31325 Don Juan Ave,33.507568,-117.661902,,3,,,,,,,
JS-20120428-1024-M10,,M103,Carpodacus mexicanus,1024,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31315 Don Juan Ave,33.507824,-117.661608,,7,,,,,,,
JS-20120428-1025-M10,JS-20120428-1024-M10,M103,Carpodacus mexicanus,1025,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31315 Don Juan Ave,33.507824,-117.661608,,17,,,,"could be the same as M9, use M10",,,
JS-20120428-1025-M11,,M104,Carpodacus mexicanus,1025,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31325 Don Juan Ave,33.507568,-117.661902,,5,,,,,,,
JS-20120428-1031-M12,,M105,Carpodacus mexicanus,1031,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31301 Don Juan Ave,33.50813,-117.66147,,18,,,,,,,
JS-20120428-1031-M13,,M106,Carpodacus mexicanus,1031,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31302 Don Juan Ave,33.507994,-117.660951,,2,,,,,,,
JS-20120428-1032-M13,JS-20120428-1031-M13,M106,Carpodacus mexicanus,1032,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31303 Don Juan Ave,33.507982,-117.66129,,3,,,,,,,
JS-20120428-1036-M14,,M107,Carpodacus mexicanus,1036,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31875 Los Rios St,33.499734,-117.664254,,14,,,,,,,
JS-20120428-1037-M14,JS-20120428-1036-M14,M107,Carpodacus mexicanus,1037,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Juan Capistrano,31875 Los Rios St,33.499734,-117.664254,,3,,,,,,,
JS-20120428-1039-M1,,M108,Carpodacus mexicanus,1039,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,Newport Beach,4313 Channel Place,33.620832,-117.937305,,8,,,,,,,
JS-20120428-1040-M1,JS-20120428-1039-M1,M108,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,Newport Beach,4313 Channel Place,33.620832,-117.937305,,8,,,,,,,
JS-20120428-1041-M2,,M109,Carpodacus mexicanus,1041,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,Newport Beach,Lake Ave & 37th St,33.617868,-117.934031,,1,,,,,,,
JS-20120428-1042-M3,,M110,Carpodacus mexicanus,1042,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,Newport Beach,Marcus Ave & 36th St,33.617779,-117.932964,,18,,,,,,,
JS-20120428-1045-M4,,M111,Carpodacus mexicanus,1045,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,Newport Beach,Kamalii Court and Ticonderoga Dr,33.625468,-117.936101,,19,,,,,,,
JS-20120428-1046-M4,JS-20120428-1045-M4,M111,Carpodacus mexicanus,1046,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,Newport Beach,Kamalii Court and Ticonderoga Dr,33.625468,-117.936101,,30,,,,,,,
JS-20120428-1049-MX,,M112,Carpodacus mexicanus,1049,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Kern County,,,Oceanside,"Southbound I- 5 Rest Stop, pinned on map",33.272681,-117.444362,,22,,,,,,,
JS-20120428-1051-MY,,M113,Carpodacus mexicanus,1051,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Kern County,,,Oceanside,"Southbound I- 5 Rest Stop, pinned on map",33.272681,-117.444362,,1,,,,,,,
JS-20120428-1051-M1,,M114,Carpodacus mexicanus,1051,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Kern County,,,Oceanside,"Southbound I- 5 Rest Stop, pinned on map",33.272681,-117.444362,,1,,,,,,,
JS-20120428-1052-M2,,M115,Carpodacus mexicanus,1052,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Kern County,,,Oceanside,"Southbound I- 5 Rest Stop, pinned on map",33.272681,-117.444362,,7,,,,,,,
JS-20120428-1052-M3,,M116,Carpodacus mexicanus,1052,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Kern County,,,Oceanside,"Southbound I- 5 Rest Stop, pinned on map",33.272681,-117.444362,,2,,,,,,,
JS-20120428-1052-M4,,M117,Carpodacus mexicanus,1052,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Kern County,,,Oceanside,"Southbound I- 5 Rest Stop, pinned on map",33.272681,-117.444362,,4,,,,,,,
JS-20120429-1001-M1,,M118,Carpodacus mexicanus,1001,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,511 N Main St,33.675894,-117.324778,,2,,,,,,,
JS-20120429-1002-M2,,M119,Carpodacus mexicanus,1002,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,511 N Main St,33.675894,-117.324778,,1,,,,might be the same as M1,,,
JS-20120429-1002-M3,,M120,Carpodacus mexicanus,1002,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,112 W Flint St,33.675006,-117.325541,,3,,,,,,,
JS-20120429-1002-M4,,M121,Carpodacus mexicanus,1002,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,225 E Graham Ave,33.667707,-117.325677,,3,,,,,,,
JS-20120429-1003-M4,JS-20120429-1002-M4,M121,Carpodacus mexicanus,1003,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,225 E Graham Ave,33.667707,-117.325677,,26,,,,,,,
JS-20120429-1004-M4,JS-20120429-1002-M4,M121,Carpodacus mexicanus,1004,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,225 E Graham Ave,33.667707,-117.325677,,13,,,,,,,
JS-20120429-1005-M5,,M122,Carpodacus mexicanus,1005,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,411 E Franklin St,33.669725,-117.322188,,2,,,,,,,
JS-20120429-1006-M6,,M123,Carpodacus mexicanus,1006,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,409 E Franklin St,33.669748,-117.32236,,4,,,,,,,
JS-20120429-1007-M7,,M124,Carpodacus mexicanus,1007,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,W Summer Ave & N Spring St,33.671993,-117.327559,,12,,,,recording took place on a field near Summer & Spring,,,
JS-20120429-1008-M8,,M125,Carpodacus mexicanus,1008,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,W Summer Ave & N Spring St,33.671993,-117.327559,,5,,,,recording took place on a field near Summer & Spring,,,
JS-20120429-1009-M9,,M126,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,118 N Langstaff St,33.670563,-117.330729,,9,,,,,,,
JS-20120429-1009-M10,,M127,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,214 N Langstaff St,33.67192,-117.330007,,2,,,,,,,
JS-20120429-1009-M11,,M128,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,214 N Langstaff St,33.67192,-117.330007,,9,,,,,,,
JS-20120429-1010-M12,,M129,Carpodacus mexicanus,1010,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,214 N Langstaff St,33.67192,-117.330007,,43,,,,M12 might be the same as M10,,,
JS-20120429-1011-M12,JS-20120429-1010-M12,M129,Carpodacus mexicanus,1011,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,214 N Langstaff St,33.67192,-117.330007,,12,,,,M10 - M12 all recorded near the corner of Langstaff & Summer Ave,,,
JS-20120429-1012-M13,,M130,Carpodacus mexicanus,1012,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,318 Poe St,33.674313,-117.330302,,10,,,,,,,
JS-20120429-1013-M13,JS-20120429-1012-M13,M130,Carpodacus mexicanus,1013,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,318 Poe St,33.674313,-117.330302,,26,,,,,,,
JS-20120429-1014-M13,JS-20120429-1012-M13,M130,Carpodacus mexicanus,1014,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,318 Poe St,33.674313,-117.330302,,29,,,,,,,
JS-20120429-1015-M13,JS-20120429-1012-M13,M130,Carpodacus mexicanus,1015,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,318 Poe St,33.674313,-117.330302,,15,,,,,,,
JS-20120429-1016-M13,JS-20120429-1012-M13,M130,Carpodacus mexicanus,1016,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,318 Poe St,33.674313,-117.330302,,2,,,,,,,
JS-20120429-1017-M15,,M131,Carpodacus mexicanus,1017,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,442 N Kellogg St,33.676644,-117.332193,,10,,,,recorded at an alley near Parkside Apartments,,,
JS-20120429-1017-M16,,M132,Carpodacus mexicanus,1017,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,442 N Kellogg St,33.676644,-117.332193,,3,,,,,,,
JS-20120429-1018-M16,JS-20120429-1017-M16,M132,Carpodacus mexicanus,1018,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,442 N Kellogg St,33.676644,-117.332193,,32,,,,,,,
JS-20120429-1019-M16,JS-20120429-1017-M16,M132,Carpodacus mexicanus,1019,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Lake Elsinore,442 N Kellogg St,33.676644,-117.332193,,17,,,,recorded at Parkside Apartments,,,
JS-20120429-1022-M1,,M133,Carpodacus mexicanus,1022,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,23317 Bay Ave,33.920481,-117.254914,,1,,,,,,,
JS-20120429-1022-M2,,M134,Carpodacus mexicanus,1022,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,23333 Bay Ave,33.920292,-117.254594,,5,,,,,,,
JS-20120429-1022-M3,,M135,Carpodacus mexicanus,1022,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,23269 Bay Ave,33.92102,-117.255757,,11,,,,near Yee St,,,
JS-20120429-1024-M4,,M136,Carpodacus mexicanus,1024,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,Thunderbird Dr & Casper Ct,33.923475,-117.263604,,3,,,,M4 and M5 are probably the same bird,Not sure exactly where M4 was recorded,,
JS-20120429-1024-M5,,M137,Carpodacus mexicanus,1024,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,13659 Thunderbird Dr,33.92308,-117.265345,,6,,,,recording took place on Thunderbird between Casper Ct & Vought St,,,
JS-20120429-1025-M6,,M138,Carpodacus mexicanus,1025,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,13659 Thunderbird Dr,33.92308,-117.265345,,3,,,,,,,
JS-20120429-1027-M7,,M139,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,"Towngate Shopping Center, 12625 Frederick St",33.937516,-117.261914,,2,,,,,,,
JS-20120429-1027-M8,,M140,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,"Towngate Shopping Center, 12625 Frederick St",33.937516,-117.261914,,2,,,,M8 could be the same as M7,,,
JS-20120429-1027-M9,,M141,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,"Towngate Shopping Center, 12625 Frederick St",33.937516,-117.261914,,12,,,,don't use M9,,,
JS-20120429-1028-M10,,M142,Carpodacus mexicanus,1028,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,"Towngate Shopping Center, 12625 Frederick St",33.937516,-117.261914,,20,,,,,,,
JS-20120429-1029-M10,JS-20120429-1028-M10,M142,Carpodacus mexicanus,1029,,,,"Song, Jackie",,,,,29,April,2012,,,United States of America,California,Riverside County,,,Moreno Valley,"Towngate Shopping Center, 12625 Frederick St",33.937516,-117.261914,,23,,,,,Not sure where exactly M7 - M10 were recorded. Jackie said she entered from Fredrick St into a Shopping Center Parking Lot. Best guess is that she's referring to Towngate Shopping Center,,
JS-20120430-1001-M1,,M143,Carpodacus mexicanus,1001,,,,"Song, Jackie",,,,,30,April,2012,,,United States of America,California,Carmel County Highlands,,,San Diego,4802 Yearling Glen Rd,32.925398,-117.216905,,2,,,,recorded near M1 from April 25th,,,
JS-20120430-1001-M2,,M144,Carpodacus mexicanus,1001,,,,"Song, Jackie",,,,,30,April,2012,,,United States of America,California,Carmel County Highlands,,,San Diego,4806 Yearling Glen Rd,32.925388,-117.216765,,3,,,,might be the same as M1,,,
